"","EIN","NAME","ICO","STREET","CITY","STATE","ZIP","NTEE_CD","totcntrbgfts","totprgmrevnue","invstmntinc","txexmptbndsproceeds","royaltsinc","netrntlinc","netgnls","netincfndrsng","netincgaming","netincsales","miscrevtot11e","totrevenue","grntstogovt","grnsttoindiv","grntstofrgngovt","benifitsmembrs","compnsatncurrofcr","compnsatnandothr","othrsalwages","pensionplancontrb","othremplyeebenef","payrolltx","feesforsrvcmgmt","legalfees","accntingfees","feesforsrvclobby","profndraising","feesforsrvcinvstmgmt","feesforsrvcothr","advrtpromo","officexpns","infotech","royaltsexpns","occupancy","travel","travelofpublicoffcl","converconventmtng","interestamt","pymtoaffiliates","deprcatndepletn","insurance","othrexpnsa","othrexpnsb","othrexpnsc","othrexpnsd","othrexpnse","totfuncexpns","totassetsend","totliabend","retainedearnend","totnetassetend","totnetliabastend"
"1761",842012900,"YOUTHCAST MEDIA GROUP INC","% JAYNE ODONNELL","1350 BEVERLY RD STE 115 PMB 404","MCLEAN","VA","22101-3917","E60",758897,0,0,0,0,0,0,0,0,0,0,758897,0,0,0,0,35053,0,8379,0,0,1544,0,0,7848,0,0,0,102648,9095,5478,3029,0,0,97,0,0,0,0,0,3944,71786,26111,6900,350,0,282262,502907,536,0,502371,502907
"1762",842158090,"CARIENT CENTER FOR RESEARCH & EDUCATION","% MERDOD GHAFOURI","8100 ASHTON AVE STE 200","MANASSAS","VA","20109-5688","E80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763",842200663,"TEAM WATIENCE","% SAIRA SUFI","20372 RIVER BANK ST","STERLING","VA","20165-3116","G99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",842245091,"IRISE UP INC","% GEORGETTE DILWORTH","13701 RIVER WALK PLACE","CHESTER","VA","23836-6166","F01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765",842274949,"WE ROCK CANCER","% TIMOTHY REED","1437 OAKVIEW DRIVE","MCLEAN","VA","22101-0000","G30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766",842350328,"RENEWED HOPE","% WILBUR STRAYHORN","3866 HOLLAND RD","VIRGINIA BCH","VA","23452-2824","F60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767",842381403,"OUR LAUGHTER IN THE RAIN","","5502 ASHTON PARK WAY","GLEN ALLEN","VA","23059-7128","E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768",842401203,"MARIJUANA JUSTICE","% EDWARD MILLER","2611 GRAVEL HILL RD","RICHMOND","VA","23225-2013","E19",392297,1000,0,0,0,0,0,0,0,24,0,393321,0,0,0,0,0,0,112270,0,0,8589,0,0,0,0,0,0,109364,953,5684,5638,0,0,9492,0,0,0,0,0,0,0,0,0,0,0,251990,176013,0,0,176013,176013
"1769",842418227,"EAGLES FOR EPILEPSY","","PO BOX 860","DALEVILLE","VA","24083-0860","G54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770",842424819,"DEMENTIAMATTERS","% SUE VANTINE","1078 KENNEL RD","BOYCE","VA","22620-2904","E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771",842432214,"BREAST CANCER MOVE FOUNDATION","","43709 MAHOGANY RUN CT","LEESBURG","VA","20176-7429","H12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772",842476331,"WAR DOG RANCH","% ROBERT ROBERTS","488 FISH POND RD","HOWARDSVILLE","VA","24562-2509","E50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773",842490661,"COMMONSHARE INC","% WILLIAM WEIMER","1602 SKIPWITH RD","HENRICO","VA","23229-5205","E60",224591,194304,0,0,0,0,0,0,0,0,0,418895,0,170867,0,0,10000,0,108411,0,0,0,0,0,0,0,0,0,2278,4252,5167,12901,0,11162,0,0,0,89,0,0,704,0,0,0,0,0,335734,60192,43305,0,16887,60192
"1774",842520149,"NIMML INSTITUTE INC","% JOSEP BASSAGANYA RIERA","1800 KRAFT DR STE 100","BLACKSBURG","VA","24060-6421","H90",5106201,52103,0,0,0,0,0,0,0,0,150000,5308304,0,0,0,0,0,0,0,0,0,0,0,24086,400,0,0,0,0,0,659,9833,0,59521,0,0,0,354,0,0,0,35695,36321,2135,0,0,169004,5268074,0,0,5268074,5268074
"1775",842593822,"ARTOFMERVA","% ALICIA RANDOLPH","3921 DILL RD","RICHMOND","VA","23222-3415","F01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776",842649694,"RECLAIMED HOPE INITIATIVE","% BETTINA STEVENS","1195 REDFIELDS RD","CHARLOTTESVLE","VA","22903-7889","E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777",842690776,"ASSOCIATION OF GHANAIAN ADVANCED PRACTICE NURSES ABROAD INC","","8016 BETHELEN WOODS LN","SPRINGFIELD","VA","22153-2022","H03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778",842696736,"CIERA BROOKINS LUPUS EDUCATIONAL FOUNDATION","","2406 WINDBREAK DR","ALEXANDRIA","VA","22306-2604","H99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779",842700258,"OGDEN CARES","","2418 PRINCE ANDREW CT","QUINTON","VA","23141-1388","G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780",842716824,"ACADEMY OF CLINICAL SLEEP DISORDER DISCIPLINES","% BRETT BROCKI","15110 BANKFIELD DR","WATERFORD","VA","20197-1299","H12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781",842736320,"GUNTER WOMENS HEALTH FOUNDATION","% JEFFREY DEBOLT","6373 LITTLE RIVER TURNPIKE STE 2ND","ALEXANDRIA","VA","22312-5002","H12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782",842795729,"THE RIGHT BRAIN INC","% NANDINI KINI","11581 GREENWICH POINT RD","RESTON","VA","20194-0000","F01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783",842829936,"CREDIT RESTORATION INSTITUTE","% ROBERT W LINKONIS","31 N PROVIDENCE RD","N CHESTERFLD","VA","23235-5221","F60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784",842866151,"LITTLE YELLOW BIRD FOUNDATION INC","% ASHLEY MORABITO","6200 WILSON BLVD STE 114","FALLS CHURCH","VA","22044-3209","E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785",842876660,"FLOAT FORWARD FOUNDATION INC","","3337 PLAINSMAN TRL","VIRGINIA BCH","VA","23452-5222","F30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786",842919107,"HOGFARMERS CHARITABLE FOUNDATION INC","% CHRISTOPHER BRYANT","PO BOX 2082","STAUNTON","VA","24402-2082","G12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787",843088907,"DRESS SYNDROME FOUNDATION INC","% TASHA TOLLIVER","30 OLD MILL RD","RICHMOND","VA","23226-3112","G80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788",843126737,"OCTOBER FOUNDATION","","2401 SEABOARD RD STE 105","VIRGINIA BCH","VA","23456-3500","E20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789",843136637,"INTERNATIONAL ASSOCIATION OF EATING DISORDERS PROFESSIONAL FOUNDATION","% ALEX RAYMOND PRESIDENT","107 CHURCH ST NW APT 4","VIENNA","VA","22180-4509","F53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790",843136773,"ONCE UPON A FOUNDATION","","43198 PARKERS RIDGE DR","LEESBURG","VA","20176-5133","E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791",843149733,"CAPT SEAN GRIMES PA STUDENT SOCIETY","% PA PROGRAM","101 ELM AVE SE","ROANOKE","VA","24013-2222","H03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792",843251517,"UNIVERSAL MYOPIA CURE","","20031 GREAT FALLS FOREST DR","GREAT FALLS","VA","22066-4211","H02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793",843306443,"BRIGHTER NIGHT","% DIANE SMALL","5298 OLD DOMINION DR","ARLINGTON","VA","22207-2858","F12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794",843339777,"AMERICAN HEALTH & WELLNESS INSTITUTE INC","% ZHONGUA CI","44050 WOODRIDGE PKWY","LEESBURG","VA","20176-5103","E01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795",843342499,"PANDAS FIGHT AGAINST CANCER INC","","1500 COLONANADE DR","VIRGINIA BEACH","VA","23451-0000","G12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796",843370922,"CENTRAL AMERICA OUTREACH & ENDOSCOPY","% BRYAN SAUER","1682 MONET HILL","CHARLOTTESVLE","VA","22911-6332","G70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797",843386120,"GOZO FOUNDATION","% MELISSA JENNINGS","1931 WELLTOWN RD","CLEAR BROOK","VA","22624-1671","E12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798",843435928,"HEALING THE LIVING","","400 ARMY NAVY DR APT 1128","ARLINGTON","VA","22202-4758","F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799",843436844,"RBMA FOUNDATION FOR EDUCATION AND RESEARCH","","11166 FAIRFAX BLVD STE 500","FAIRFAX","VA","22030-5017","H05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800",843530553,"STAGE INC","","42763 CONQUEST CIR","BRAMBLETON","VA","20148-7213","H01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801",843541825,"SALLIE MARTHA FOUNDATION INC","","739 THIMBLE SHOALS BLVD STE 404","NEWPORT NEWS","VA","23606-3586","F12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802",843542753,"HOSPITAL CORPSMAN BALL ASSOCIATION","% COMMAND MASTER CHIEF","620 JOHN PAUL JONES CIR","PORTSMOUTH","VA","23708-2111","E19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803",843558176,"RELENTLESS OVERCOMERS INC","","5410 SCHOLARSHIP DR","VIRGINIA BCH","VA","23462-7334","G01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804",843588418,"WHOLE FAMILY FOUNDATION","","3097 ROCK CRESS LN","SANDY HOOK","VA","23153-2258","E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805",843618981,"POSTPARTUM WELLNESS FOUNDATION","% ROSALIE ZUNIGA","3033 WILSON BLVD STE 700","ARLINGTON","VA","22201-3868","F80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806",843635487,"HEAVENLY HANDS ADULT DAY INC","","529 E MERCURY BLVD","HAMPTON","VA","23663-2228","E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807",843674497,"WINTHISFIGHTORG INC","","1747 TYSONS CENTRAL ST APT 1603","TYSONS","VA","22182-6051","F42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808",843702314,"A BETTER DAY THAN YESTERDAY INITIATIVE PROGRAM","% LETEISHA M GORDON","1600 PRESSON BLVD","RICHMOND","VA","23224-8020","F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809",843730386,"STRENGTHENING MENS HEALTH","","8 ROYAL CRESCENT WAY","FREDERICKSBRG","VA","22406-7296","E12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810",843762330,"SALVAGEUSA","% JORDAN HEBENSTREIT","4965 ATHENS BLVD","VIRGINIA BCH","VA","23455-1301","G12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811",843773372,"CAPITAL CARING HEALTH","% TOM KOUTSOUMPAS","3180 FAIRVIEW PARK DRIVE","FALLS CHURCH","VA","22042-0000","E80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812",843794099,"INDO US ORGANIZATION FOR RARE DISEASES","% HARSHA RAJASIMHA","13687 NEIL ARMSTRONG AVE","HERNDON","VA","20171-4111","E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813",843835976,"ALAFIA REHABILITATION SERVICES INC","% OLUWANISHOLA ASENUGA","91 EAST MERCURY BLVD SUITE B","HAMPTON","VA","23669-2970","E50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814",843839000,"TEAM QUINN","% MICHELE QUINN","5812 RIDGE POINT RD","MIDLOTHIAN","VA","23112-2361","G50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815",843934975,"LANDONSTRONG FOUNDATION","% WILLIAM L AYERS","60 ROGER DR","EVINGTON","VA","24550-1781","E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816",843953425,"LIFE AND FAMILY FOUNDATION VA","% LIFE AND FAMILY FOUNDATION VA","10509 PATTERSON AVE UNIT 29912","HENRICO","VA","23242-1243","G80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817",843968916,"BFOG","% JODY COOPER-OTTERSON","1620 FIVE FORKS RD","VIRGINIA BCH","VA","23455-4355","F60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818",843979571,"RUYTS FOUNDATION OF VETERAN SUICIDE PREVENTION","","8434 REAGAN DR","KING GEORGE","VA","22485-7151","F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819",844008069,"DREAM CHASER PLUS","% SHONDA SIMMONS-PERRY","4212 NARBETH AVE","RICHMOND","VA","23234-3042","F22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
