"","EIN","NAME","ICO","STREET","CITY","STATE","ZIP","GROUP","SUBSECTION","AFFILIATION","CLASSIFICATION","RULING","DEDUCTIBILITY","FOUNDATION","ACTIVITY","ORGANIZATION","STATUS","TAX_PERIOD","ASSET_CD","INCOME_CD","FILING_REQ_CD","PF_FILING_REQ_CD","ACCT_PD","ASSET_AMT","INCOME_AMT","REVENUE_AMT","NTEE_CD","totcntrbgfts","totprgmrevnue","invstmntinc","txexmptbndsproceeds","royaltsinc","netrntlinc","netgnls","netincfndrsng","netincgaming","netincsales","miscrevtot11e","totrevenue","grntstogovt","grnsttoindiv","grntstofrgngovt","benifitsmembrs","compnsatncurrofcr","compnsatnandothr","othrsalwages","pensionplancontrb","othremplyeebenef","payrolltx","feesforsrvcmgmt","legalfees","accntingfees","feesforsrvclobby","profndraising","feesforsrvcinvstmgmt","feesforsrvcothr","advrtpromo","officexpns","infotech","royaltsexpns","occupancy","travel","travelofpublicoffcl","converconventmtng","interestamt","pymtoaffiliates","deprcatndepletn","insurance","othrexpnsa","othrexpnsb","othrexpnsc","othrexpnsd","othrexpnse","totfuncexpns","totassetsend","totliabend","retainedearnend","totnetassetend","totnetliabastend"
"2064",873321225,"GRAZIA FOUNDATION","% CHRISTINE BOWERS","220 BEDFORD PARK RD","CHARLOTTESVLE","VA","22903-9207",0,3,3,1000,202211,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,"E50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065",873397371,"RESTORE LIFE GLOBAL","","253 BRYSON CIR","HAMPTON","VA","23666-4398",0,3,3,2000,202204,1,15,0,1,1,NA,0,0,2,0,4,NA,NA,NA,"F01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2066",873442237,"CANCER RETREAT CENTERS INC","% KRISTIN HARRIS","4609 STUART AVE","RICHMOND","VA","23226-1316",0,3,3,1000,202207,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2067",873471871,"ESE FOUNDATION INC","","8442 MADGE LN APT 214","ALEXANDRIA","VA","22309-8449",0,3,3,1000,202201,1,16,0,1,1,202112,0,0,2,0,12,0,0,0,"G99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068",873478938,"MICROBIOME ALLIANCE FOR DISEASE PREVENTION","","3420 PUMP ROAD BOX 214","RICHMOND","VA","23233-1111",0,3,3,1200,202204,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2069",873482353,"GHANA IMPACT PROJECT","","42020 VILLAGE CENTER PLZ STE 120","STONE RIDGE","VA","20105-3030",0,3,3,1000,202202,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070",873500307,"KIDS RUN THIS TOWN","% OLIVIA SAVAGE","4319 BERWICK PL","WOODBRIDGE","VA","22192-5164",0,3,3,2000,202209,1,16,0,5,1,202212,0,0,2,0,12,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2071",873502959,"SHIELD CHAPLAINCY INC","% DARREN S POTTER","2820 WESTHAMPTON AVE SW","ROANOKE","VA","24015-3944",0,3,3,1000,202204,1,15,0,1,1,202212,2,4,1,0,12,19452,110572,110572,"F99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072",873504690,"BREAKING THE SILENCE ADVOCACY GLOBAL INC","% MYRA SMITH-JONES","1007 N KING STREET","HAMPTON","VA","23669-2879",0,3,3,1000,202202,1,15,0,1,1,NA,0,0,2,0,12,NA,NA,NA,"F42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2073",873510558,"TURNING POINT RECOVERY CENTER","","181 MOUNTAIN HALL DR","CREWE","VA","23930-2646",0,3,3,1200,202202,1,4,0,1,1,202306,1,2,0,1,6,1982,10705,NA,"F21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074",873529029,"DEARYOU HEALTH INC","% SHAWN KIM","1390 CHAIN BRIDGE RD PMB 50037","MCLEAN","VA","22101-3904",0,3,3,1200,202203,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"F32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2075",873565007,"PINK IS POWERFUL CANCER GROUP INC","% PINK IS POWERFUL CANCER GROUP INC","507 VAUGHANS LN","FRANKLIN","VA","23851-2978",0,3,3,1237,202202,1,15,0,1,1,NA,0,0,2,0,12,NA,NA,NA,"E01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2076",873614957,"OPERATION VETS WITH NETS","% RICHARD A SEGARRA","828 CATRINA LN","CHESAPEAKE","VA","23322-6858",0,3,3,1000,202202,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2077",873645358,"MALONE INSTITUTE","% JILL GLASSPOOL MALONE","355 HEBRON VALLEY RD","MADISON","VA","22727-3141",0,3,3,1200,202308,1,15,0,1,1,NA,0,0,1,0,12,NA,NA,NA,"H05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2078",873665124,"ANGELZ ON EARTH FOUNDATION CORPORATION","","5924 ELLIS WOODS WAY","RICHMOND","VA","23225-7364",0,3,3,1000,202202,1,15,0,1,1,NA,0,0,2,0,12,NA,NA,NA,"H80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2079",873728889,"VIRGINIA CRISIS INTERVENTION TEAM COALITION","","700 UNIVERSITY CITY BLVD","BLACKSBURG","VA","24060-2706",0,3,3,1200,202202,1,15,0,1,1,202212,5,5,1,0,12,767295,830100,830100,"F19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2080",873749482,"HEARTFELT COMMUNITY","% GINGER SPENCER","7282 YORK AVE","GLOUCESTER","VA","23061-5181",0,3,3,1000,202202,1,16,0,1,1,202212,1,2,2,0,12,5690,13276,13276,"E50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081",873837983,"NORFOLK HOSPITALS MEDICAL STAFF","% LAURA J KIHLSTROM MD","600 GRESHAM DR","NORFOLK","VA","23507-1904",0,4,3,2000,202206,2,0,0,1,1,NA,0,0,1,0,12,NA,NA,NA,"E02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2082",873853509,"WILLIAM GARTMAN","","2928 DOMINION AVE","NORFOLK","VA","23518-3330",0,3,3,1000,202204,1,16,0,1,1,202312,0,0,2,0,12,0,0,0,"F30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2083",873858023,"YOU MATTER FOUNDATION","% FRANK BELLANGER","5511 STAPLES MILL RD STE 300","HENRICO","VA","23228-5445",0,3,3,1000,202202,1,15,0,1,1,202212,1,2,2,0,12,4708,17632,17632,"F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2084",873896901,"COURAGE HOPE CARE INSTITUTE INC","","2251 EISENHOWER AVE","ALEXANDRIA","VA","22314-6900",0,3,3,1280,202203,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085",873917139,"HAMPTON ROADS SERVICES & SUPPORT","% RIVERS S TAYLOR","4215 ROANOKE AVE","NEWPORT NEWS","VA","23607-2328",0,3,3,1000,202202,1,16,0,1,1,202112,0,0,2,0,12,0,0,0,"F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2086",874003117,"RICHMOND AND HENRICO PUBLIC HEALTH FOUNDATION","% DANNY AVULA","400 E CARY ST","RICHMOND","VA","23219-3816",0,3,3,1000,202208,1,15,0,1,1,202306,6,1,2,0,6,1684013,4144,4144,"E70",2500050,0,5,0,0,0,0,0,0,0,0,2500055,0,0,0,0,0,0,0,0,0,0,0,13479,660,0,0,0,0,0,510,131,0,0,0,0,710,0,0,0,0,240,0,0,0,0,15730,2498595,14270,0,2484325,2498595
"2087",874020929,"HEART IN HEAVEN INC","","PO BOX 86624","VINT HILL FRM","VA","20187-1224",0,3,3,1270,202202,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,"E12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2088",874024128,"CUDDLZ INC","","11781 BAKERS LN","KING GEORGE","VA","22485-2437",0,3,3,1000,202212,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,"E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2089",874082719,"RESTORATION ABBEY","","1430 CRUTCHFIELD ST","ROANOKE","VA","24019-4419",0,3,3,1000,202301,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,"F30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2090",874180203,"HAIR ARTS FOUNDATION INC","% SIMONE HENDERSON","1422 MECHANICSVILLE TPKE","RICHMOND","VA","23223-4308",0,3,3,1000,202202,1,15,0,1,1,NA,0,0,2,0,12,NA,NA,NA,"E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2091",874184046,"FRONTIER RESEARCH","","7815 SNEAD LN","FALLS CHURCH","VA","22043-3511",0,3,3,8000,202202,1,4,0,1,1,NA,0,0,0,1,1,NA,NA,NA,"H05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092",874303033,"HEALTH EQUITY AND ACCESS IN RURAL REGIONS","% NANCY GILL","133 JAMES RIVER RD","SCOTTSVILLE","VA","24590-3805",0,3,3,1200,202303,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2093",874348246,"KEMISOLA ADEBAMBO FOUNDATION","% ADEBAYO ADEBAMBO","3930 RIVER BREEZE CIR","CHESAPEAKE","VA","23321-3170",0,3,3,1000,202205,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2094",874388203,"US-PAK MEDICAL MISSION","% SHAWANA MUFTI","10351 ELIZABETH ST","GREAT FALLS","VA","22066-2922",0,3,3,1000,202204,1,4,0,1,1,NA,0,0,0,1,12,NA,NA,NA,"E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2095",874419184,"GOOD HEALTH OUTREACH FOUNDATION","","7512 ANDER CT UNIT A12","RICHMOND","VA","23225-2025",0,3,3,1200,202204,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,"E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2096",874475038,"TEEN CARE NETWORK INC","","8674 ALBEMARLE DR","NORFOLK","VA","23503-4600",0,3,3,1000,202203,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"F40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2097",874479300,"SUPPORTING SUNRISE","","11976 GREY SQUIRREL LN","RESTON","VA","20194-1726",0,3,3,1000,202206,1,15,0,1,1,202212,2,3,1,0,12,21118,60867,60867,"E90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2098",874510009,"MOTHERS HEART","","PO BOX 2682","TAPPAHANNOCK","VA","22560-2682",0,3,3,1270,202204,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099",874534525,"OHANA HOMEFRONT FOUNDATION CORP","","PO BOX 93","MILFORD","VA","22514-0093",0,3,3,1000,202203,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,"F01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100",874582138,"LIVING BEYOND PTS INC","","5741 CEDAR CREEK GRADE","WINCHESTER","VA","22602-3120",0,3,3,1200,202204,1,15,0,1,1,202312,0,0,2,0,12,0,0,0,"F30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101",874642151,"TONYS ARTS FOUNDATION","% TONY NELSON","350 BRIGHTWOOD AVE","HAMPTON","VA","23661-1613",0,3,3,1000,202202,1,16,0,1,1,NA,0,0,2,0,2,NA,NA,NA,"F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102",874719799,"LONG COVID ASSOCIATION INC","% AMIRA SALEH","6841 ELM ST UNIT 565","MCLEAN","VA","22101-8019",0,3,3,1280,202203,1,16,0,1,1,NA,0,0,2,0,12,NA,NA,NA,"H80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103",874735273,"CONSTANCE GIVING FOUNDATION","","3112 MACALLAN PKWY","HENRICO","VA","23231-7274",0,3,3,1000,202203,1,16,0,1,1,202312,0,0,2,0,12,0,0,0,"F32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104",874821373,"REBUILDING MEN CORPORATION","% PAUL DEBERRY","6309 FREDONIA RD","RICHMOND","VA","23227-1603",0,3,3,1000,202203,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"F60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105",880534078,"HARP RVA INC","% KENT GILLIAM","PO BOX 121","CHESTERFIELD","VA","23832-0002",0,3,3,1000,202204,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,"F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106",880590251,"ACCORD COUNSELING FOUNDATION INC","% DANNY ADKINS","4520 HOLLAND OFFICE PARK STE 418","VIRGINIA BCH","VA","23452-1145",0,3,3,1000,202204,1,16,0,1,1,NA,0,0,2,0,12,NA,NA,NA,"F32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107",880611720,"A VOICE ON PAPER FOR EACH CHILD","% SIMRAN PATWA","23374 VIRGINIA ROSE PLACE","BRAMBLETON","VA","20148-0000",0,3,3,2300,202203,1,4,0,1,1,202303,1,1,0,1,3,1,1,NA,"F99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2108",880670195,"VILLAGE4ALL","% KRISTIN WRAY","3315 ROWCROSS ST","CROZET","VA","22932-1556",0,3,3,1000,202203,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,"F12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109",880721882,"SURVIVORS LEGACY SANCTUARY","% BRANDY SHAMROCK","32218 OBERRY CHURCH RD","FRANKLIN","VA","23851-3838",0,3,3,1200,202303,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2110",880726507,"VIRGINIA FAMILIES FOR ACCESS TO MIDWIFERY","","7304 BOW CT","FREDERICKSBRG","VA","22407-7476",0,4,3,3000,202212,2,0,0,1,1,202212,0,0,2,0,12,0,0,0,"E03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111",880748656,"NAYAR FOUNDATION","","4102 EAST PARHAM ROAD","RICHMOND","VA","23228-2743",0,3,3,1200,202205,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112",880770633,"WORKFORCE CHAPLAINS OF AMERICA","% JOHN BENTON","800 E ROCHAMBEAU DR STE F # 114","WILLIAMSBURG","VA","23188-9006",0,3,3,7000,202203,1,16,0,1,1,NA,0,0,2,0,12,NA,NA,NA,"F60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113",880804216,"WARRIORS ON THE WATER INC","% DALE R ORAN","1192 NORTHVALE DR","VIRGINIA BCH","VA","23464-8849",0,3,3,1200,202205,1,16,0,1,1,NA,0,0,2,0,12,NA,NA,NA,"F30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
